opening,count,avg_cpl,top1_pct
Modern Defense with 1 d4...3.c3 d6 4.Bf4 Nd7 5.e3,178,44.174157303370784,33.70786516853933
Scotch Game 3...exd4 4.Nxd4 Nxd4 5.Qxd4,177,317.76271186440675,42.93785310734463
Slav Defense Modern Schlechter Variation...6.Bf4 Nc6 7.e3 Bg7,177,155.2090395480226,30.508474576271187
Kings Pawn Opening Tortoise Opening,177,322.03954802259886,28.8135593220339
Italian Game Knight Attack Polerio Bishop Check Line 6...c6 7.dxc6 bxc6,176,285.21022727272725,39.77272727272727
Kings Gambit Declined Falkbeer Accepted Staunton Line 4.Nc3 Nf6,176,332.96590909090907,38.63636363636363
Three Knights Opening 3...Bc5 4.Nxe5 Nxe5 5.d4,176,376.6875,38.63636363636363
Italian Game Knight Attack Polerio Bishop Check Line 6...c6 7.dxc6,176,108.55681818181819,43.75
English Opening Reversed Sicilian Variation,175,273.9371428571429,30.28571428571429
English Opening Kings English Variation,174,271.48850574712645,37.93103448275862
Modern Defense Three Pawns Attack 3...d6 4.Nf3 Nf6 5.Nc3,173,230.79768786127167,42.19653179190752
Kings Gambit 2...d6,173,115.8728323699422,39.30635838150289
Nimzowitsch Defense Declined 2...g6 3.d4 Bg7,172,348.43023255813955,37.7906976744186
Nimzowitsch Defense Scandinavian Advance Variation 3...Bf5 4.Nf3,172,183.08139534883722,36.627906976744185
Sicilian Defense Bowdler Attack 2...Nc6,171,226.16959064327486,38.59649122807017
Pirc Defense Main Line Austrian Kurajica Variation,171,188.53216374269005,36.84210526315789
Scandinavian Defense Modern Variation 3.Nf3 Qxd5 4.Nc3 Qa5,170,411.8411764705882,32.35294117647059
Petrovs Defense Three Knights Game 3...Bb4,169,190.03550295857988,32.544378698224854
Owens Defense 2.d4,169,597.2603550295858,30.76923076923077
French Defense Steiner Variation,168,257.5297619047619,36.904761904761905
Giuoco Piano Game 4.O O d6 5.c3 Nf6,167,183.88023952095807,39.52095808383233
Vienna Game Falkbeer Stanley Variation,166,274.56024096385545,34.33734939759036
Italian Game Traxler Bishop Sacrifice Line,166,336.6024096385542,36.144578313253014
Pirc Defense Classical Variation 4...Bg7 5.Bg5 h6,165,105.62424242424242,38.18181818181819
Polish Opening Bugayev Attack 2...d5 3.Bb2,165,376.8424242424242,27.27272727272727
Modern Defense with 1 d4 2.Bf4 Bg7 3.e3,164,233.1951219512195,31.097560975609756
French Defense Advance Paulsen Attack 5...cxd4 6.cxd4,162,194.74074074074073,42.592592592592595
Nimzowitsch Larsen Attack Indian Variation 2.Bb2 g6 3.e3 Bg7,161,179.80745341614906,31.05590062111801
Closed Sicilian Defense Grand Prix Variation 3...Nf6 4.Nf3,160,293.55625,40.625
Owens Defense...3.Nc3 e6 4.Bd3 Bb4,158,299.4873417721519,39.87341772151899
Old Benoni Defense Franco Benoni Defense 3...exd5 4.exd5,157,302.5668789808917,35.03184713375796
Sicilian Defense Staunton Cochrane Variation,157,195.10191082802547,31.84713375796178
Queens Pawn Opening Mikenas Defense 2.Nf3,157,154.64331210191082,33.12101910828025
Modern Defense with 1 d4 2.c3 Bg7,157,60.37579617834395,31.84713375796178
Modern Defense Standard Pseudo Austrian Attack...5.Be3 Nf6 6.Nf3 O O,156,125.14102564102564,38.46153846153847
Indian Game Knights Variation East Indian Defense 3.e3 Bg7 4.c4 O O 5.Nc3,155,132.51612903225808,41.29032258064516
Benoni Defense Modern Kings Pawn Line 6...g6,155,336.63870967741934,34.83870967741935
Kings Indian Defense Smyslov Variation 4...O O 5.Nf3,155,349.3483870967742,36.774193548387096
Modern Defense with 1 d4...3.Nf3 d6 4.e4 Nd7,155,54.3741935483871,34.193548387096776
Scotch Game Classical Variation 5.Be3 Qf6,154,205.9090909090909,39.61038961038961
Nimzowitsch Larsen Attack Modern Variation 2.Bb2,154,343.87012987012986,38.311688311688314
Caro Kann Defense Accelerated Panov Attack...3.exd5 cxd5 4.cxd5 Qxd5 5.Nc3,154,170.51298701298703,38.961038961038966
Vienna Game Omaha Gambit,153,58.80392156862745,33.98692810457516
Scandinavian Defense 2.exd5,153,416.3333333333333,37.908496732026144
Italian Game Hungarian Defense...5.dxe5 Nxe5 6.Nxe5 dxe5,153,53.16339869281046,35.947712418300654
Scandinavian Defense Modern Marshall Gipslis Variation,152,239.28947368421052,44.73684210526316
Modern Defense with 1 d4...3.Bf4 d6 4.e3 Nf6,152,130.5065789473684,30.92105263157895
Caro Kann Defense 2.Nc3 d5,152,255.20394736842104,34.868421052631575
Giuoco Piano Game 4.O O d6 5.c3,150,173.48666666666668,44.0
English Opening Two Knights Variation 3.e4 Bc5,149,275.38255033557044,41.61073825503356
Scotch Game Scotch Gambit Haxo Gambit 5.c3,149,80.5503355704698,38.92617449664429
Giuoco Piano Game Main Line 4...Nf6,149,325.1140939597315,44.29530201342282
Philidor Defense Exchange Variation 4.Qxd4 Nc6,148,273.2162162162162,38.513513513513516
Owens Defense...3.Bd3 g6 4.Nf3 Bg7,148,156.35135135135135,37.83783783783784
Modern Defense Standard Line,146,192.03424657534248,37.67123287671233
Caro Kann Defense 2.Nf3 d5 3.exd5 cxd5,146,209.08219178082192,35.61643835616438
Queens Pawn Opening Accelerated London System,144,149.24305555555554,36.80555555555556
French Defense La Bourdonnais Reuter Gambit 4.Ng5,144,333.9375,36.80555555555556
French Defense Knight Variation 2...d5 3.exd5 exd5,143,341.46853146853147,37.76223776223776
Bishops Opening Boi Variation,143,190.76223776223776,31.46853146853147
Birds Opening 1...g6 2.Nf3 Bg7 3.e3,142,256.0633802816901,27.464788732394368
Sicilian Defense Wing Gambit 2...cxb4 3.d4,142,150.7887323943662,35.91549295774648
Kings Indian Defense Larsen Variation 6...Nbd7,142,337.5422535211268,33.80281690140845
Closed Sicilian Defense Grand Prix Attack...5.Bc4 d6 6.O O Nf6,142,399.2323943661972,34.50704225352113
Old Benoni Defense 2.c3 cxd4,142,459.443661971831,35.91549295774648
Caro Kann Defense Exchange Variation 3...cxd5 4.Nf3 Nf6,140,714.15,35.0
Kings Gambit Declined Classical Variation...4.Nc3 Nf6 5.Bc4 Nc6,140,263.4428571428571,31.428571428571427
Nimzowitsch Larsen Attack Classical Variation 2.e3 e5 3.Bb2,139,614.7841726618705,34.53237410071942
Kings Gambit Accepted Bonsch Osmolovsky Variation 4.d4 d5,138,182.34782608695653,40.57971014492754
Modern Defense with 1 e4 2.d4 Bg7 3.c3 d6 4.Bc4,138,458.6811594202899,28.985507246376812
Caro Kann Defense Advance Botvinnik Carls Defense 4.Nf3 Bg4,137,88.02189781021897,31.386861313868614
Kings Gambit Declined Falkbeer Accepted Nimzowitsch Marshall Countergambit,137,65.21167883211679,42.33576642335766
Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4,137,334.73722627737226,37.95620437956204
Slav Defense Exchange Variation 3...cxd5 4.Bf4 Nc6,137,293.6861313868613,35.76642335766424
Kings Pawn Opening Kings Knight Elephant Paulsen Countergambit 4.Qe2,136,459.6764705882353,47.05882352941176
Kings Gambit Declined Falkbeer Accepted Staunton Line 4.Nc3,135,206.73333333333332,42.96296296296296
Nimzowitsch Defense Scandinavian Exchange Variation,135,441.55555555555554,38.51851851851852
Sicilian Defense McDonnell Attack 2...e6,135,68.06666666666666,33.33333333333333
French Defense Advance Variation 3...c5,134,209.55223880597015,36.56716417910448
Scotch Game Classical Variation,134,345.23880597014926,42.53731343283582
Caro Kann Defense Advance Botvinnik Carls Defense,134,229.4179104477612,43.28358208955223
French Defense Knight Variation 2...d5 3.exd5,134,281.2835820895522,38.059701492537314
Kings Fianchetto Opening Symmetrical Variation,134,133.2910447761194,35.82089552238806
Modern Defense Bishop Attack,134,202.65671641791045,32.83582089552239
Modern Defense Standard Pseudo Austrian Attack 4...Nc6 5.Nf3 Bg4 6.Be3,133,106.25563909774436,36.84210526315789
Modern Defense with 1 e4 2.Bc4,132,353.6818181818182,31.818181818181817
Kings Fianchetto Opening Symmetrical Variation 2.Bg2 Bg7 3.e4,131,51.98473282442748,34.35114503816794
Giuoco Piano Game Main Line Birds Attack...6.d3 d6 7.a4 a6,131,117.37404580152672,45.038167938931295
Nimzowitsch Defense 2.d4 e6 3.Nf3,131,454.9389312977099,32.82442748091603
Kings Indian Attack...3.Bg2 e5 4.d3 Nf6 5.O O,131,76.35114503816794,34.35114503816794
Saragossa Opening,127,183.3779527559055,28.346456692913385
Sicilian Defense Smith Morra Gambit 2...cxd4,127,353.0314960629921,40.15748031496063
Scotch Game,127,166.09448818897638,43.30708661417323
Vienna Game Anderssen Defense 3.Bc4 Nf6,125,136.96,39.2
Ponziani Opening 3...d6 4.d4,123,190.98373983739836,39.83739837398374
Indian Game East Indian London System 3...Bg7 4.e3 O O,123,108.92682926829268,39.02439024390244
Pirc Defense Modern Defense Geller System 2...Nf6,123,506.3821138211382,23.577235772357724
Kings Fianchetto Opening,122,574.6147540983607,36.0655737704918
Pirc Defense 2.Nc3 g6 3.f4 Bg7 4.Nf3,122,222.30327868852459,31.967213114754102
Four Knights Game Spanish Variation Classical Variation 5.O O d6,122,324.5327868852459,39.34426229508197
Pirc Defense Main Line Austrian Attack 4...Bg7 5.Bd3,121,120.83471074380165,37.1900826446281
Modern Defense Standard Line 3...d6 4.Be3 Nd7,121,222.7520661157025,34.710743801652896
Kings Fianchetto Opening 1...e5 2.Bg2,121,396.3057851239669,34.710743801652896
Giuoco Piano Game Giuoco Pianissimo Italian Four Knights Canal Variation 6...h6,120,230.025,45.0
Modern Defense with 1 e4 2.d4 d6 3.f4 Bg7,120,141.19166666666666,33.33333333333333
Scandinavian Defense Mieses Kotrc Variation 3.Nc3 Qd8 4.d4 Nf6 5.Nf3,119,80.0672268907563,44.537815126050425
Modern Defense Standard Line 3...d6 4.Be3 Nd7 5.Qd2,119,73.84033613445378,37.81512605042017
Birds Opening Dutch Variation,118,61.59322033898305,42.3728813559322
Nimzowitsch Defense Kennedy Linksspringer Variation,117,291.1794871794872,29.914529914529915
English Opening Reversed Sicilian Closed...4.Bg2 Bc5 5.e3 d6 6.Nge2,117,52.76923076923077,43.58974358974359
Sicilian Defense Old Sicilian Variation 3.c4 e5,117,138.13675213675214,44.44444444444444
Slav Defense Exchange Variation 3...cxd5 4.Bf4 Nc6 5.e3,116,147.0948275862069,33.62068965517241
Modern Defense Standard Pseudo Austrian Attack 4...e6 5.Nf3 Ne7,116,284.19827586206895,30.17241379310345
Scandinavian Defense Mieses Kotrc Main Line 4.d4 c6 5.Nf3,115,661.4869565217391,39.130434782608695
Pirc Defense 2.d4 c6 3.Nf3,115,460.295652173913,37.391304347826086
Indian Game Tartakower Attack 2...g6 3.Bg2 Bg7,115,45.93913043478261,26.08695652173913
Scotch Game Classical Variation 5.Be3 Qf6 6.c3 Nge7,115,40.52173913043478,47.82608695652174
Kings Indian Defense Fianchetto Yugoslav Panno Fianchetto Variation Hungarian Variation,114,135.12280701754386,32.45614035087719
Sicilian Defense Marshall Counterattack 4.exd5 exd5,113,459.0088495575221,33.6283185840708
English Opening Great Snake Variation,113,203.69911504424778,33.6283185840708
Modern Defense with 1 e4 2.d4,113,294.39823008849555,45.13274336283185
Bishops Opening Berlin Vienna Hybrid Variation 4...Bc5 5.Nf3,113,70.30973451327434,40.707964601769916
Modern Defense with 1 e4 2.d4 Bg7 3.c3,112,506.5,37.5
Kings Gambit Accepted Kings Knight Gambit Rosentreter Sorensen Gambit 5...Qh4,112,397.39285714285717,39.285714285714285
Caro Kann Defense Exchange Variation 3...cxd5 4.c3 Nc6,112,58.517857142857146,33.035714285714285
Owens Defense 2.d4 Bb7 3.Nc3 e6,111,48.77477477477478,39.63963963963964
Vienna Game Max Lange Defense 3.Bc4 Bc5 4.Qg4,111,178.34234234234233,34.234234234234236
Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.Nc3,110,157.54545454545453,37.27272727272727
Pirc Defense Main Line 4.Be3 Bg7,110,354.59090909090907,36.36363636363637
Modern Defense Geller System 4...Nf6,110,236.8181818181818,29.09090909090909
Modern Defense with 1 e4...3.c3 d6 4.Bc4 Nf6,109,50.596330275229356,33.02752293577982
Kings Indian Attack 2...Nc6 3.Bg2 e5 4.O O,109,331.1559633027523,31.19266055045872
Sicilian Defense McDonnell Attack 2...e6 3.Nf3 d5,109,142.1651376146789,39.44954128440367
Four Knights Game Double Spanish Variation 5.d3,109,286.70642201834863,36.69724770642202
Kings Indian Defense Normal Variation 4.Nf3 O O 5.Bg5 d6,109,58.944954128440365,38.53211009174312
Anderssen Opening Creepy Crawly Formation Classical Defense,109,562.6146788990826,34.862385321100916
Slav Defense Modern Exchange Variation 4...cxd5,109,51.31192660550459,32.11009174311927
Giuoco Piano Game Main Line Birds Attack 5...Bb6 6.d3 d6,108,91.72222222222223,40.74074074074074
Pirc Defense Main Line Austrian Attack 4...Bg7 5.Bd3 O O,108,137.4351851851852,41.66666666666667
Scandinavian Defense Modern Marshall Variation 4.Nf3,108,323.73148148148147,46.2962962962963
Sicilian Defense Open Lowenthal Variation 5.Nf3 Nf6,107,63.19626168224299,38.31775700934579
Reti Opening Black Mustang Defense 2.g3 e5,107,302.78504672897196,38.31775700934579
Indian Game East Indian Przepiorka Variation...5.O O d6 6.c3 Nbd7,106,213.33962264150944,32.075471698113205
Queens Pawn Opening Accelerated London System 2...Nf6 3.e3,106,116.93396226415095,34.90566037735849
Modern Defense with 1 e4 2.d4 Bg7 3.Nf3 c6,106,190.82075471698113,34.90566037735849
Mieses Opening 1...d5,106,330.49056603773585,33.0188679245283
Pirc Defense,105,179.65714285714284,35.23809523809524
Van t Kruijs Opening 1...e5 2.Bc4,105,91.65714285714286,45.714285714285715
Giuoco Piano Game Evans Gambit Declined,105,171.1809523809524,34.285714285714285
Four Knights Game Double Spanish Variation,105,87.93333333333334,33.33333333333333
Scotch Game Scotch Gambit 4...d6 5.Nxd4,104,255.97115384615384,41.34615384615385
Pirc Defense 2.d4 Nf6 3.Nc3,104,141.94230769230768,33.65384615384615
Reti Opening Kingside Fianchetto Variation 2.g3 Bg7 3.Bg2 d6 4.O O,104,83.71153846153847,31.73076923076923
Vienna Game Max Lange Defense 3.Bc4,104,63.63461538461539,38.46153846153847
Modern Defense with 1 e4 2.d4 Bg7 3.c3 d6 4.Bd3,104,138.32692307692307,30.76923076923077
Clemenz Opening,104,163.15384615384616,21.153846153846153
Bishops Opening Berlin Vienna Hybrid Variation 4...Bc5 5.Bg5,103,348.252427184466,38.83495145631068
Sicilian Defense McDonnell Attack 2...Nc6,102,200.3921568627451,29.411764705882355
Giuoco Piano Game Main Line Birds Attack 5...Bb6,102,164.77450980392157,39.21568627450981
Alapin Sicilian Defense 2...Nc6 3.Nf3 d6 4.d4,102,105.24509803921569,39.21568627450981
Kings Fianchetto Opening 1...e5 2.Bg2 Nf6,102,67.90196078431373,37.254901960784316
Kings Fianchetto Opening 1...d5 2.Bg2 e5 3.d3,101,414.6039603960396,38.613861386138616
Vienna Game Main Line,101,253.32673267326732,29.7029702970297
Van Geet Opening 1...g6,101,261.46534653465346,24.752475247524753
Indian Game 2.c3,100,440.43,39.0
Ruy Lopez Opening Berlin Defense 4.d3 d6,100,42.85,39.0
English Opening,100,288.52,38.0
Sicilian Defense French Variation 3.d4 cxd4 4.Nxd4,100,340.66,34.0
French Defense Exchange Variation 3...exd5 4.Nf3,99,138.4848484848485,50.505050505050505
Reti Opening Black Mustang Defense,99,257.24242424242425,46.464646464646464
Kings Indian Defense Orthodox Variation 6...Nbd7 7.O O,98,57.47959183673469,36.734693877551024
Owens Defense...4.Nf3 Bb4 5.Bd3 Nf6 6.Qe2,98,245.05102040816325,44.89795918367347
Vienna Game 2...d6 3.Bc4,98,156.33673469387756,36.734693877551024
Owens Defense 2.d4 Bb7 3.Bd3 g6,98,192.51020408163265,42.857142857142854
Kings Indian Defense Normal Variation 4.e4 O O 5.e5,98,273.7142857142857,27.55102040816326
Modern Defense with 1 e4...4.h3 Nf6 5.Bd3 O O 6.O O,98,152.4591836734694,37.755102040816325
Grob Opening 1...e5,98,229.0204081632653,43.87755102040816
Birds Opening Froms Gambit,98,154.69387755102042,45.91836734693878
Reti Opening Kingside Fianchetto Variation 2.e4 d6 3.d4,98,298.6326530612245,42.857142857142854
Ruy Lopez Opening Berlin Improved Steinitz Defense 5.Re1,97,42.81443298969072,36.08247422680412
English Opening Reversed Sicilian Closed 3.e3,97,554.2474226804123,37.11340206185567
Sicilian Defense OKelly Venice System 3...e6 4.d4,97,99.3917525773196,36.08247422680412
Petrovs Defense Steinitz Attack 3...exd4 4.e5,96,90.51041666666667,43.75
Reti Opening Kingside Fianchetto Variation 2.e4,96,320.9479166666667,30.208333333333332
Indian Game Knights Variation East Indian Defense 3.b3 Bg7 4.Bb2 O O 5.e3,96,38.90625,45.83333333333333
Kings Indian Attack...3.Bg2 e5 4.d3 Nf6,95,283.6,34.73684210526316
French Defense Normal Variation...4.Nf3 Nf6 5.exd5 exd5,95,181.85263157894738,41.05263157894737
Sicilian Defense 2.Nf3 d6 3.Bc4 Nc6 4.c3,95,259.66315789473686,41.05263157894737
Four Knights Game Spanish Variation 4...d6,95,371.53684210526313,31.57894736842105
Giuoco Piano Game Main Line Birds Attack,95,102.5578947368421,33.68421052631579
Closed Sicilian Defense Grand Prix Attack 3...e6 4.Nf3,95,370.2315789473684,36.84210526315789
Bishops Opening Berlin Defense 3.d3 c6 4.Nf3 d5,94,275.79787234042556,35.1063829787234
Giuoco Piano Game Evans Accepted McDonnell Defense 6.d4 exd4 7.O O,94,55.829787234042556,45.744680851063826
Pirc Defense 2.d4 Nf6,94,214.36170212765958,31.914893617021278
Italian Game Two Knights Modern Bishops Opening 4...h6 5.Nc3,94,283.9574468085106,46.808510638297875
Kings Indian Defense Normal Variation 4.e4 O O 5.Nf3,94,427.4468085106383,28.723404255319153
Nimzowitsch Larsen Attack Modern Variation,94,656.1808510638298,32.97872340425532
Queens Gambit Accepted Old Variation 3...c5 4.Bxc4 cxd4 5.exd4,93,60.17204301075269,39.784946236559136
Philidor Defense Exchange Variation 4.Nxd4 Nf6,93,99.64516129032258,44.086021505376344
Owens Defense 2.d4 Bb7 3.Bd3 e6 4.Nf3,93,564.7956989247311,46.236559139784944
Alekhines Defense Scandinavian Variation 3.exd5 Nxd5,92,280.92391304347825,35.869565217391305
Caro Kann Defense Accelerated Panov Attack 2...d5,92,145.34782608695653,36.95652173913043
Saragossa Opening 1...d5,92,717.5217391304348,38.04347826086957
Kings Gambit Declined Falkbeer Accepted Staunton Charousek Gambit,92,135.02173913043478,45.65217391304348
Giuoco Piano Game Giuoco Pianissimo Italian Four Knights Variation 5...d6 6.Be3 Bb6,91,36.76923076923077,43.956043956043956
Ponziani Opening Jaenisch Counterattack,91,56.42857142857143,39.56043956043956
Grob Opening 1...d5,91,168.46153846153845,38.46153846153847
Nimzowitsch Defense Declined 2...d5,91,462.9340659340659,31.868131868131865
Giuoco Piano Game Main Line Giuoco Pianissimo Variation 5...d6 6.a4,91,180.47252747252747,36.26373626373626
London System...4.c3 cxd4 5.cxd4 Nc6,91,152.0,37.362637362637365
Indian Game Knights Variation East Indian Defense 3.e3 Bg7 4.Be2,90,153.22222222222223,35.55555555555556
Four Knights Game Spanish Variation Classical Variation,90,281.06666666666666,32.22222222222222
Pirc Defense Classical Variation 4...Bg7 5.Bf4 O O,90,353.3333333333333,36.666666666666664
French Defense La Bourdonnais Variation 2...d5 3.Nf3,90,142.92222222222222,47.77777777777778
Scandinavian Defense Mieses Kotrc Main Line...5.Nf3 Bf5 6.Bc4 e6,90,190.36666666666667,36.666666666666664
Giuoco Piano Game...5.d3 O O 6.h3 d6,89,468.8988764044944,31.46067415730337
Pirc Defense Maroczy Defense,89,116.12359550561797,35.95505617977528
Queens Pawn Opening 1...d5 2.e3 c5,89,468.75280898876406,23.595505617977526
Alapin Sicilian Defense 2...e5 3.Nf3 Nc6 4.Bc4,89,68.29213483146067,32.58426966292135
French Defense Exchange Variation 3...exd5,89,88.67415730337079,40.44943820224719
Nimzowitsch Larsen Attack Indian Variation...3.g3 Bg7 4.Bg2 O O,89,168.43820224719101,26.96629213483146
Nimzowitsch Larsen Attack 1...g6 2.Bb2 Nf6,89,273.02247191011236,39.325842696629216
Scandinavian Defense Mieses Kotrc Main Line 4.d4 Nf6 5.Nf3 c6,89,158.58426966292134,42.69662921348314
Four Knights Game Scotch Variation Accepted 5.Nxd4 Bb4 6.Nxc6 bxc6,88,179.76136363636363,47.72727272727273
Old Benoni Defense 2.e3,88,183.70454545454547,40.909090909090914
Scotch Game Scotch Gambit Dubois Reti Defense,88,104.38636363636364,48.86363636363637
French Defense La Bourdonnais Variation 2...d5,88,153.3068181818182,30.681818181818183
Reti Opening,88,169.98863636363637,39.77272727272727
Caro Kann Defense Accelerated Panov Attack,88,108.81818181818181,42.04545454545455
Nimzowitsch Defense Declined Williams Variation 3.d4,88,68.77272727272727,40.909090909090914
Giuoco Piano Game Main Line Giuoco Pianissimo Variation 5...d6 6.h3,87,141.66666666666666,45.97701149425287
Four Knights Game Spanish Variation...5.d4 exd4 6.Nxd4 Bd7 7.O O,87,268.2528735632184,42.5287356321839
English Opening Great Snake Variation 2.e4 Bg7,87,301.95402298850576,21.839080459770116
Caro Kann Defense 2.Nf3,87,220.31034482758622,35.63218390804598
Vienna Game Max Lange Defense 3.Bc4 Bc5 4.d3 d6,87,57.3448275862069,31.03448275862069
Old Benoni Defense 2.dxc5 e6,87,87.9080459770115,37.93103448275862
Four Knights Game Scotch Variation Accepted 5.Nxd4 Bb4,87,321.264367816092,33.33333333333333
Benoni Defense Modern Kings Pawn Line,87,185.49425287356323,33.33333333333333
Pirc Defense Main Line Austrian Attack,86,186.47674418604652,34.883720930232556
Scotch Game Goring Gambit,86,259.1279069767442,43.02325581395349
Scandinavian Defense Mieses Kotrc Variation 3.Nc3 Qd8 4.d4 Nf6,85,215.50588235294117,32.94117647058823
French Defense Exchange Variation 3...exd5 4.Nf3 Nf6,85,77.48235294117647,48.23529411764706
French Defense,85,307.25882352941176,23.52941176470588
Queens Pawn Opening 1...d5 2.e3,85,431.4117647058824,31.76470588235294
English Opening Anglo Indian Kings Indian Defense...5.O O d6 6.Nc3 Nbd7,85,58.529411764705884,27.058823529411764
Indian Game Knights Variation East Indian Defense...4.Be2 O O 5.O O d6 6.c4,85,49.55294117647059,31.76470588235294
Caro Kann Defense Advance Botvinnik Carls Defense 4.c3 Nc6 5.Nf3,85,152.0705882352941,37.64705882352941
Ponziani Opening Jaenisch Breyer Opening 4...d5,84,293.6309523809524,40.476190476190474
Ruy Lopez Opening Old Steinitz Defense 4.d4 exd4 5.Nxd4 Bd7 6.Nc3,84,290.23809523809524,44.047619047619044
Grob Opening,84,67.33333333333333,38.095238095238095
Scandinavian Defense Mieses Kotrc Main Line 4.d4 Nf6 5.Nf3 Bg4,84,92.07142857142857,44.047619047619044
Pirc Defense Main Line 4.Be3 Bg7 5.f3 Nbd7,83,305.144578313253,30.120481927710845
Kings Gambit Accepted Cunningham Defense 4.Bc4,83,190.04819277108433,43.373493975903614
Grob Opening Grob Gambit with 2 Bg2...d5,83,204.26506024096386,31.32530120481928
Anderssen Opening 1...g6,83,156.09638554216866,36.144578313253014
Scandinavian Defense Mieses Kotrc Main Line 4.d4,83,346.66265060240966,32.53012048192771
Owens Defense 2.Nc3 Bb7,83,159.16867469879517,32.53012048192771
Kings Indian Defense Normal Variation 4.Nf3 d6 5.e3,82,173.8048780487805,32.926829268292686
Philidor Defense 3.Bc4 Be7,82,199.71951219512195,43.90243902439025
Reti Opening Kings Indian Attack Symmetrical Defense 3.Bg2 Bg7 4.O O d6 5.d3,82,397.8414634146341,32.926829268292686
Kings Indian Defense Advance Anti Grunfeld Variation 3...Bg7,81,277.17283950617286,33.33333333333333
Italian Game Hungarian Defense 4.d4 exd4 5.c3 Nf6 6.e5,81,202.93827160493828,45.67901234567901
Vienna Game Main Line 4.fxe5 Nxe4,81,197.2469135802469,38.2716049382716
Alapin Sicilian Defense 2...e6 3.d4,81,52.97530864197531,35.80246913580247
Kings Indian Defense Normal Variation...5.Bf4 d6 6.e3 Nbd7 7.Be2,81,64.79012345679013,20.98765432098765
Caro Kann Defense Classical Variation,81,407.30864197530866,35.80246913580247
Owens Defense...3.Nc3 e6 4.Nf3 Bb4,80,208.4125,33.75
Sicilian Defense OKelly Maroczy Bind Paulsen Line 4.Nc3 Nc6,80,273.65,33.75
Kings Indian Defense Normal Smyslov Variation 5...Nbd7,80,63.975,13.750000000000002
Nimzowitsch Larsen Attack Modern Variation...3.e3 d5 4.Bb5 Bd6 5.Nf3,80,241.1875,42.5
Reti Opening 1...d5,80,204.5,45.0
Sicilian Defense Wing Gambit,80,277.4875,35.0
Scandinavian Defense Mieses Kotrc Variation 3.Nf3,80,54.2,40.0
Vienna Game Max Lange Vienna Gambit 3...exf4,79,207.40506329113924,34.177215189873415
Kings Fianchetto Opening 1...e5,79,104.9493670886076,31.645569620253166
Ruy Lopez Opening Old Steinitz Defense 4.d4 Bd7,79,223.22784810126583,40.50632911392405
Benoni Defense Modern Variation,79,184.9367088607595,27.848101265822784
Benoni Defense Modern Variation 4.Nc3 d6,79,322.0,35.44303797468354
Kings Indian Defense Orthodox Variation 6...Nbd7 7.Be3,78,59.756410256410255,32.05128205128205
French Defense Knight Variation Two Knights Variation 3...Nf6 4.exd5 exd5,78,83.52564102564102,33.33333333333333
Italian Game Two Knights Modern Bishops Opening,78,253.02564102564102,35.8974358974359
Queens Pawn Opening...4.Nf3 Nf6 5.O O O O 6.c4,78,58.03846153846154,26.923076923076923
Queens Pawn Opening Tartakower Variation 2...Nd7 3.e4 e5,78,303.0128205128205,38.46153846153847
Nimzowitsch Larsen Attack Modern Variation 2.Bb2 Nc6 3.Nf3 e4,78,60.58974358974359,41.02564102564102
Petrovs Defense 3.d3 Nc6 4.Be2,78,291.3205128205128,44.871794871794876
Indian Game Knights Variation East Indian Defense 3.e3 Bg7,77,286.8181818181818,37.66233766233766
Scotch Game Scotch Gambit 4...d6 5.Nxd4 Nf6,77,267.8051948051948,45.45454545454545
Sicilian Defense Kronberger Variation,77,87.66233766233766,37.66233766233766
Queens Pawn Opening Chigorin Variation 2...Nf6 3.Nf3,77,690.2207792207793,20.77922077922078
Caro Kann Defense Exchange Variation 3...cxd5 4.Nf3 Nc6 5.c3,76,252.3684210526316,25.0
Italian Game Knight Attack Ulvestad Variation,76,218.02631578947367,32.89473684210527
Alapin Sicilian Defense 2...e6 3.d4 cxd4 4.cxd4,76,200.3684210526316,47.368421052631575
Giuoco Piano Game Center Attack 5...exd4 6.e5 d5,76,192.1184210526316,36.84210526315789
Center Game Accepted Paulsen Berger Variation,75,96.49333333333334,48.0
Modern Defense with 1 d4...3.e4 e6 4.Nc3 Ne7,75,324.49333333333334,40.0
Modern Defense Standard Pseudo Austrian Attack...5.Nf3 b5 6.Bd3 Nd7,75,429.32,40.0
Four Knights Game Scotch Variation Accepted 5.Nxd4 Bb4 6.Nxc6,75,97.48,41.333333333333336
English Opening Great Snake Variation 2.Nc3 Bg7 3.e4 d6,75,431.0133333333333,33.33333333333333
Four Knights Game Spanish Variation Ranken Variation,75,85.74666666666667,38.666666666666664
Dutch Defense 2.Nf3 Nf6 3.Bf4,75,67.36,37.333333333333336
Reti Opening Nimzo Larsen Variation...3.Bb2 Bg7 4.e3 O O,75,46.46666666666667,36.0
Pirc Defense 2.d4 Nf6 3.Nc3 Nc6,74,200.93243243243242,40.54054054054054
Caro Kann Defense Advance Botvinnik Carls Defense 4.Nf3 Nc6,74,286.0405405405405,25.675675675675674
Pirc Defense...3.Bd3 g6 4.Nf3 Bg7,74,303.1756756756757,39.189189189189186
French Defense La Bourdonnais Reuter Gambit,74,52.013513513513516,40.54054054054054
